Date,Display_Month,Merchant,Description,Amount_ILS,Type,Category,IsInsurance,Source
14.5.2025,יוני.25,קולינאריק - מודיעין,,19.8,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
27.5.2025,יוני.25,CELLO,,19.8,הוצאה,חניה,FALSE,MAX 4398
16.3.2025,אפר׳.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
16.4.2025,מאי.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
30.4.2025,מאי.25,קואופ מודיעין קייזר,,19.9,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
16.5.2025,יוני.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
16.6.2025,יולי.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
16.7.2025,אוג׳.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
16.8.2025,ספט׳.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
16.9.2025,אוק׳.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
21.9.2025,אוק׳.25,פלסטיק שופ,,19.9,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
16.10.2025,נוב׳.25,APPLE.COM/BILL         ITUNES.COM    IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
26.11.2025,דצמ׳.25,APPLE.COM/BILL         CORK          IRL,,19.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
5.1.2026,ינו׳.26,גולד מרקט,,19.9,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
26.1.2026,פבר׳.26,גולד מרקט,,19.9,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
12.3.2025,אפר׳.25,הבנאי מ.מ אספקה טכנית בעמ,,20,הוצאה,אחזקת בית ותיקונים,FALSE,CAL 8973
15.4.2025,מאי.25,פנגו - חניון נתבג,,20,הוצאה,חניה,FALSE,MAX 4398
22.4.2025,מאי.25,"מרחבים טל בע""מ",,20,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
27.4.2025,מאי.25,החברה לפיתוח קיסריה חניון הנמל,,20,הוצאה,חניה,FALSE,CAL 8973
6.5.2025,מאי.25,בליקר בייקרי מודיעין,,20,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
24.7.2025,אוג׳.25,פז YELLOW מודיעין החדשה,,20,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
30.9.2025,אוק׳.25,ראלי וויס-מפעל הפיס,,20,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
3.11.2025,נוב׳.25,מפגש השייח- ארנה,,20,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
11.11.2025,דצמ׳.25,קפה גן סיפור הרצליה,,20,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
19.11.2025,דצמ׳.25,סטימצקי שווק אינטרנט-גמא,,20,הוצאה,מוזיקה וספרים,FALSE,MAX 4398
27.12.2025,ינו׳.26,טמסיס עסקים,,20,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
13.2.2026,מרץ.26,המאפה של אודטה,,20,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
8.3.2026,מרץ.26,הפניקס ביטוח,,20,הוצאה,ביטוח רכב,TRUE,MAX 4398
16.4.2026,מאי.26,נפלאות הקמח,,20,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
8.5.2026,מאי.26,הפניקס ביטוח,,20,הוצאה,ביטוח רכב,TRUE,MAX 4398
25.11.2025,דצמ׳.25,מ.תחבורה - פנגו מוביט,,20.25,הוצאה,תחבורה ציבורית,FALSE,MAX 4398
19.7.2025,אוג׳.25,סיטי מרקט  מודיעין,,20.4,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
2.5.2025,מאי.25,קואופ מודיעין קייזר,,20.5,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
15.8.2025,ספט׳.25,בי דראגסטורס מודיעין,,20.5,הוצאה,חנויות פארם ובתי מרקחת,FALSE,MAX 4398
3.9.2025,ספט׳.25,בי דראגסטורס עזריאלי מודי,,20.5,הוצאה,חנויות פארם ובתי מרקחת,FALSE,MAX 4398
5.5.2025,מאי.25,מקס מודיעיו,,20.9,הוצאה,קניות לבית - שונות,FALSE,CAL 8973
1.4.2025,אפר׳.25,לשכת ה-NLP הישראלית לקידו,,21,הוצאה,הוצאות עסק - שונות,FALSE,MAX 4398
6.6.2025,יוני.25,פינה בלב,,21,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
5.2.2026,פבר׳.26,המאפה של אודטה,,21,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
26.4.2026,מאי.26,מ.תחבורה - פנגו מוביט,,21,הוצאה,תחבורה ציבורית,FALSE,MAX 4398
4.2.2026,פבר׳.26,פז YELLOW מודיעין החדשה,,21.9,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
16.4.2026,מאי.26,בית מרקחת מכבי מודיעין,,21.92,הוצאה,חנויות פארם ובתי מרקחת,FALSE,CAL 8973
16.3.2025,אפר׳.25,פינה בלב,,22,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
18.8.2025,ספט׳.25,אינגליש קייק רמת בית הכרם,,22,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
22.1.2026,פבר׳.26,לינוי לאה- מאפה מבורך,,22,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
26.1.2026,פבר׳.26,לינוי לאה- מאפה מבורך,,22,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
13.6.2025,יולי.25,פיצוחי מורנו,,22.4,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
23.2.2026,מרץ.26,גולד מרקט,,22.4,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 7495
1.5.2025,מאי.25,"מינימרקט קייזר בע""מ",,22.9,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
8.2.2026,פבר׳.26,הפניקס ביטוח,,23,הוצאה,ביטוח רכב,TRUE,MAX 4398
10.2.2026,מרץ.26,קפה נמרוד שרונה,,23,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
8.5.2026,מאי.26,המאפה של אודטה,,23,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
29.4.2025,מאי.25,מ.לחינוך ימי קיסריה,,23.28,הוצאה,חניה,FALSE,CAL 8973
20.7.2025,אוג׳.25,aliexpress,,23.38,הוצאה,קניות לבית - שונות,FALSE,CAL 8973
20.7.2025,אוג׳.25,aliexpress,,23.38,הוצאה,קניות לבית - שונות,FALSE,CAL 8973
9.5.2026,מאי.26,WOLT,,23.4,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
6.12.2025,דצמ׳.25,פעמית סטור מודיעין,,23.5,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
25.4.2025,מאי.25,פז YELLOW אשדוד עיר -,,23.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
4.8.2025,אוג׳.25,סונול שילת,,23.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
4.4.2025,אפר׳.25,דקאתלון ישראל - גן שמואל,,24,הוצאה,"בגדים, נעליים ואביזרים",FALSE,CAL 8973
30.4.2025,מאי.25,פלסטיק שופ,,24,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
15.7.2025,אוג׳.25,פינולי,,24,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
31.8.2025,ספט׳.25,"ענמ מסעדות בע""מ",,24,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
21.12.2025,ינו׳.26,פקל דיגיטל בעמ,,24,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
29.4.2026,מאי.26,לינוי לאה- מאפה מבורך,,24,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
25.3.2025,אפר׳.25,מ.תחבורה - פנגו מוביט,,24.5,הוצאה,תחבורה ציבורית,FALSE,MAX 4398
27.10.2025,נוב׳.25,פנגו חשבונית חודשית,,24.54,הוצאה,חניה,FALSE,MAX 4398
26.2.2026,מרץ.26,פנגו חשבונית חודשית,,24.61,הוצאה,חניה,FALSE,MAX 4398
16.4.2026,מאי.26,"נוי השדה הדס שוק צפון בע""",,24.7,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
21.9.2025,אוק׳.25,קואופ מודיעין קייזר,,24.8,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
12.3.2026,אפר׳.26,הירקניה שלי,,24.8,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
2.6.2025,יוני.25,סיטי מרקט  מודיעין,,24.9,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
8.6.2025,יוני.25,גזיאל בעיר,,25,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
25.9.2025,אוק׳.25,מ.תחבורה - פנגו מוביט,,25,הוצאה,תחבורה ציבורית,FALSE,MAX 4398
18.11.2025,דצמ׳.25,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
14.12.2025,ינו׳.26,פנגו-חניונים,,25,הוצאה,חניה,FALSE,MAX 4398
15.12.2025,ינו׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
18.12.2025,ינו׳.26,פנגו-חניונים,,25,הוצאה,חניה,FALSE,MAX 4398
19.12.2025,ינו׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
31.12.2025,ינו׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
8.1.2026,ינו׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
18.1.2026,פבר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
21.1.2026,פבר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
24.1.2026,פבר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
29.1.2026,פבר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
5.2.2026,פבר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
10.2.2026,מרץ.26,אילנס רכבת השלום דרום,,25,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
12.2.2026,מרץ.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
22.2.2026,מרץ.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
25.2.2026,מרץ.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
8.3.2026,מרץ.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
11.3.2026,אפר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
26.3.2026,אפר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
3.4.2026,אפר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
5.4.2026,אפר׳.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
14.4.2026,מאי.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
23.4.2026,מאי.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
3.5.2026,מאי.26,UPAPP,,25,הוצאה,כושר,FALSE,MAX 4398
10.12.2025,ינו׳.26,הכל מהכל,,25.43,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
26.3.2025,אפר׳.25,פנגו חשבונית חודשית,,25.5,הוצאה,חניה,FALSE,MAX 4398
16.3.2025,אפר׳.25,מרקט VIP,,25.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
11.4.2025,מאי.25,ארומה עזריאלי,,26,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
25.12.2025,ינו׳.26,המאפה של אודטה,,26,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
15.2.2026,מרץ.26,מודיעין תור השקעות בעמ,,26,הוצאה,חניה,FALSE,CAL 8973
27.5.2025,יוני.25,קואופ מודיעין קייזר,,26.1,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
11.4.2025,מאי.25,"סופר רמת השחר בע""מ",,26.13,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
21.12.2025,ינו׳.26,בי דראגסטורס עזריאלי מודיעין,,26.2,הוצאה,חנויות פארם ובתי מרקחת,FALSE,CAL 8973
30.1.2026,פבר׳.26,מיקה מודיעין,,26.4,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
11.7.2025,אוג׳.25,מקס מודיעיו,,26.6,הוצאה,קניות לבית - שונות,FALSE,MAX 4398
20.1.2026,פבר׳.26,"מינימרקט קייזר בע""מ",,26.8,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
14.4.2025,מאי.25,סופר אלונית חוצה ישראל מג,,26.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 4398
25.9.2025,אוק׳.25,סטימצקי שווק אינטרנט-גמא,,27,הוצאה,מוזיקה וספרים,FALSE,MAX 4398
24.10.2025,נוב׳.25,סטימצקי שווק אינטרנט-גמא,,27,הוצאה,מוזיקה וספרים,FALSE,MAX 4398
3.12.2025,דצמ׳.25,ריבר רמבמ חיפה,,27,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
19.5.2025,יוני.25,סופר פארם קניון מודיעין 153,,27.1,הוצאה,חנויות פארם ובתי מרקחת,FALSE,CAL 8973
5.9.2025,ספט׳.25,פיצוחי מורנו,,27.4,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
15.5.2025,יוני.25,פיצוחי מורנו,,27.6,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
27.6.2025,יולי.25,קואופ מודיעין קייזר,,27.7,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
2.11.2025,נוב׳.25,נפלאות הקמח,,27.73,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
29.10.2025,נוב׳.25,פז אפליקצית-YELLOW,,27.9,הוצאה,אוכלים בחוץ,FALSE,MAX 4398
15.11.2025,דצמ׳.25,ליאור עדיקה - סניף מודיעי,,27.9,הוצאה,חנויות פארם ובתי מרקחת,FALSE,MAX 4398
13.3.2025,אפר׳.25,פנגו-חניונים,,28,הוצאה,חניה,FALSE,MAX 4398
6.7.2025,יולי.25,מאפיית טלר מבשרת,,28,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
9.7.2025,יולי.25,בליקר בייקרי מודיעין,,28,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
21.9.2025,אוק׳.25,דניאל קטיף בוטיק בע''מ,,28,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
12.12.2025,ינו׳.26,פיצוחי מורנו,,28.4,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
1.8.2025,אוג׳.25,המאפה של אודטה,,28.5,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
13.3.2026,אפר׳.26,סונול בית חורון,,28.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
31.5.2025,יוני.25,הייטקזון - מתנות ואתר,,29,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
9.5.2026,מאי.26,16PERSONALITIES.COM,,29,הוצאה,יעוץ אנשי מקצוע - משפחה,FALSE,MAX 4398
27.11.2025,דצמ׳.25,פנגו חשבונית חודשית,,29.27,הוצאה,חניה,FALSE,MAX 4398
9.12.2025,דצמ׳.25,סופר פארם מודיעין ישפרו סנטר 125,,29.7,הוצאה,חנויות פארם ובתי מרקחת,FALSE,CAL 8973
27.7.2025,אוג׳.25,CELLO,,29.8,הוצאה,חניה,FALSE,MAX 4398
11.6.2025,יולי.25,APPLE.COM/BILL         ITUNES.COM    IRL,,29.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
26.6.2025,יולי.25,פנגו-חניונים,,30,הוצאה,חניה,FALSE,MAX 4398
13.9.2025,אוק׳.25,פנגו-חניונים,,30,הוצאה,חניה,FALSE,MAX 4398
9.12.2025,דצמ׳.25,תמנון מודיעין-גמא,,30,הוצאה,"בגדים, נעליים ואביזרים",FALSE,CAL 8973
25.12.2025,ינו׳.26,ליברה עסקות ביטוח,,30,הוצאה,ביטוח רכב,TRUE,MAX 4398
26.12.2025,ינו׳.26,ליברה עסקות ביטוח,,30,הוצאה,ביטוח רכב,TRUE,MAX 4398
4.1.2026,ינו׳.26,"שיבא משק וחניה בע""מ",,30,הוצאה,חניה,FALSE,CAL 8973
9.1.2026,ינו׳.26,ליברה עסקות ביטוח,,30,הוצאה,ביטוח רכב,TRUE,MAX 4398
2.5.2025,מאי.25,פיצוחי מורנו,,30.7,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
24.7.2025,אוג׳.25,מיכליס,,31,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
21.9.2025,אוק׳.25,"נוי השדה הדס שוק צפון בע""",,31.08,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
22.4.2025,מאי.25,לב השדה,,31.5,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
31.3.2025,אפר׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
14.5.2025,יוני.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
29.5.2025,יוני.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
30.6.2025,יולי.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
31.7.2025,אוג׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
7.8.2025,אוג׳.25,פלסטיק שופ,,32,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
31.8.2025,ספט׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
30.9.2025,אוק׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
28.10.2025,נוב׳.25,מזנון איצטדיון סמי עופר ח,,32,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
30.10.2025,נוב׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
30.11.2025,דצמ׳.25,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
30.12.2025,ינו׳.26,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
29.1.2026,פבר׳.26,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
26.2.2026,מרץ.26,"רב בריח איתור לוויני בע""מ",,32,הוצאה,רכב - שונות,FALSE,MAX 4398
26.3.2025,אפר׳.25,ALIEXPRESS             LUXEMBOURG    LUX,,32.34,הוצאה,קניות לבית - שונות,FALSE,MAX 4398
13.11.2025,דצמ׳.25,לב השדה,,32.41,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
25.3.2026,אפר׳.26,מ.תחבורה - פנגו מוביט,,32.5,הוצאה,תחבורה ציבורית,FALSE,MAX 4398
26.6.2025,יולי.25,"יוניברס מודיעין, ישפרו סנ",,32.8,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
2.4.2025,אפר׳.25,NETFLIX.COM,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,CAL 4015
2.4.2025,אפר׳.25,NETFLIX.COM,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,CAL 4015
1.5.2025,מאי.25,NETFLIX.COM            408-724-9160  NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.6.2025,יוני.25,NETFLIX.COM            AMSTERDAM     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.7.2025,יולי.25,NETFLIX.COM            LOS GATOS     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.8.2025,אוג׳.25,NETFLIX.COM            LOS GATOS     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.9.2025,ספט׳.25,NETFLIX.COM            LOS GATOS     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.10.2025,אוק׳.25,NETFLIX.COM            408-724-9160  NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.11.2025,נוב׳.25,NETFLIX.COM            AMSTERDAM     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.12.2025,דצמ׳.25,NETFLIX.COM            AMSTERDAM     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.1.2026,ינו׳.26,NETFLIX.COM            AMSTERDAM     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.2.2026,פבר׳.26,NETFLIX.COM            LOS GATOS     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.3.2026,מרץ.26,NETFLIX.COM            LOS GATOS     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.4.2026,אפר׳.26,NETFLIX.COM            AMSTERDAM     NLD,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
2.5.2026,מאי.26,NETFLIX.COM AMSTERDAM,,32.9,הוצאה,"תקשורת, טלויזיה ואינטרנט",FALSE,MAX 4398
26.11.2025,דצמ׳.25,USCUSTOMS ESTA APPL PM INDIANAPOLIS  USA,,32.96,הוצאה,חופשות וטיולים,FALSE,MAX 4398
10.5.2025,יוני.25,פז אפליקצית-YELLOW,,33,הוצאה,אוכלים בחוץ,FALSE,MAX 4398
19.4.2026,מאי.26,לינוי לאה- מאפה מבורך,,33,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
27.5.2025,יוני.25,פנגו חשבונית חודשית,,33.22,הוצאה,חניה,FALSE,MAX 4398
6.10.2025,אוק׳.25,"נוי השדה הדס שוק צפון בע""",,33.55,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
9.12.2025,דצמ׳.25,אייץ' אנד או מודיעין,,33.76,הוצאה,"בגדים, נעליים ואביזרים",FALSE,CAL 8973
22.6.2025,יולי.25,סופר פארם מודיעין שמשוני 101,,34,הוצאה,חנויות פארם ובתי מרקחת,FALSE,CAL 8973
19.8.2025,ספט׳.25,מכבידנט מודיעין עילית,,34,הוצאה,רפואת שיניים,FALSE,CAL 8973
3.9.2025,ספט׳.25,פז אפליקצית-YELLOW,,34,הוצאה,אוכלים בחוץ,FALSE,MAX 4398
19.9.2025,אוק׳.25,המאפה של אודטה,,34,הוצאה,"מזון, סופר ומכולת",FALSE,MAX 4398
3.12.2025,דצמ׳.25,קפה פלפלת,,34,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
18.4.2026,מאי.26,בל פתאל מרקטינג שותפות מו,,34.78,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
29.10.2025,נוב׳.25,דלק קמעונאות  בת שלמה,,34.9,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
21.4.2025,מאי.25,בליקר בייקרי מודיעין,,35,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
1.12.2025,דצמ׳.25,סי קפה דבירה- יציל,,35,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
23.2.2026,מרץ.26,ביגה ראשונים,,35,הוצאה,אוכלים בחוץ,FALSE,CAL 8973
30.3.2026,אפר׳.26,"רב בריח איתור לוויני בע""מ",,35,הוצאה,רכב - שונות,FALSE,MAX 4398
30.4.2026,מאי.26,"רב בריח איתור לוויני בע""מ",,35,הוצאה,רכב - שונות,FALSE,MAX 4398
17.3.2025,אפר׳.25,לב השדה,,35.3,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
24.7.2025,אוג׳.25,לב השדה,,35.64,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
23.3.2025,אפר׳.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
23.4.2025,מאי.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
6.5.2025,מאי.25,"מינימרקט קייזר בע""מ",,35.9,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
23.5.2025,יוני.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
23.6.2025,יולי.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
23.7.2025,אוג׳.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
23.8.2025,ספט׳.25,SPOTIFYIL              STOCKHOLM     SWE,,35.9,הוצאה,מוזיקה וספרים,FALSE,MAX 7495
26.3.2025,אפר׳.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
2.4.2025,אפר׳.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
2.4.2025,אפר׳.25,עמותת משאלת לב,,36,הוצאה,תרומות,FALSE,CAL 4015
26.4.2025,מאי.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
2.5.2025,מאי.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
2.5.2025,מאי.25,עמותת משאלת לב,,36,הוצאה,תרומות,FALSE,CAL 4015
13.5.2025,יוני.25,סברס פרי ישראלי,,36,הוצאה,"מזון, סופר ומכולת",FALSE,CAL 8973
26.5.2025,יוני.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
29.5.2025,יוני.25,"ענמ מסעדות בע""מ",,36,הוצאה,אוכלים בחוץ - עמית,FALSE,MAX 7495
2.6.2025,יוני.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
2.6.2025,יוני.25,עמותת משאלת לב,,36,הוצאה,תרומות,FALSE,CAL 4015
26.6.2025,יולי.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
2.7.2025,יולי.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
2.7.2025,יולי.25,עמותת משאלת לב,,36,הוצאה,תרומות,FALSE,CAL 4015
26.7.2025,אוג׳.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
2.8.2025,אוג׳.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
2.8.2025,אוג׳.25,עמותת משאלת לב,,36,הוצאה,תרומות,FALSE,CAL 4015
26.8.2025,ספט׳.25,עמותת עלם,,36,הוצאה,תרומות,FALSE,CAL 4015
2.9.2025,ספט׳.25,"נבט , סנדוויץ' לכל ילד",,36,הוצאה,תרומות,FALSE,CAL 4015
